cibil_score,dti_ratio,employment_tenure_days,days_past_due,net_monthly_surplus,bounced_cheques_12m,monthly_income,co_applicant_income,loan_amount,loan_tenure_months,proposed_emi,loan_to_income,loan_to_value,loan_purpose,property_value,existing_loans,existing_emi_monthly,credit_enquiries_6m,credit_history_years,num_credit_cards,credit_utilization,avg_monthly_balance,balance_volatility,monthly_inflow,salary_credit_regular,employment_type,employment_tenure_years,age,education,marital_status,num_dependents,num_children,gender,city_tier,loan_approved
768,1.46,6860,30,118958,3,33119,20000,1046173,48,21310,1.65,0.82,3,500000,2,39175,3,22,2,0.98,70603,0.21,228859,0,0,19.6,37,1,2,2,2,1,3,0
624,2.44,7737,120,-27162,3,187189,50000,2034194,60,19328,29.06,0.27,5,5000000,3,37010,1,20,3,0.62,463073,0.47,354367,0,1,18.9,61,1,2,1,2,0,2,0
603,0.3,5832,60,-9272,3,240389,20000,2179955,84,42397,20.83,0.01,4,5000000,1,10251,3,3,2,0.38,124724,0.37,83710,1,3,12.2,56,0,0,3,3,0,2,0
575,1.29,3808,30,66249,0,419495,20000,2897833,12,39159,40.82,0.15,0,1000000,5,22343,0,22,3,0.57,494080,0.32,49561,0,3,1.9,32,2,2,1,4,0,2,0
500,1.89,141,60,28000,5,340979,20000,952140,24,99526,38.66,0.99,2,500000,3,87943,0,24,2,0.18,187377,0.03,345718,0,1,15.3,56,0,2,3,3,1,1,0
744,0.65,892,60,2798,2,240882,20000,179997,36,51762,23.47,0.32,2,100000,5,71734,4,5,0,0.25,327708,0.93,384110,1,3,13.4,33,2,0,3,3,0,1,1
623,1.88,5487,60,186972,4,267157,10000,1726702,120,74366,1.43,0.11,5,500000,3,96485,2,13,2,0.09,471643,0.87,497057,1,0,4.6,55,1,1,5,2,0,1,0
334,2.77,7251,30,153848,4,408019,10000,112759,84,60304,15.88,0.12,3,0,5,46201,2,8,1,0.88,193476,0.39,218814,0,3,19.8,25,2,1,2,4,0,2,0
781,2.99,7310,120,151550,1,486113,0,1204889,12,49998,38.37,0.31,1,100000,1,93020,0,5,3,0.25,336852,0.18,153499,1,2,1.9,33,1,0,5,3,1,2,0
779,0.1,2399,180,100694,0,70805,5000,2527101,48,65853,5.27,0.04,1,1000000,2,93416,4,9,3,0.74,342630,0.07,359631,0,0,8.2,28,0,2,4,0,0,3,0
364,0.71,4640,0,94608,2,28201,20000,2536441,84,20048,7.35,0.51,5,1000000,0,75937,2,24,1,0.27,486382,0.12,448213,1,3,2.1,31,0,2,2,3,0,1,0
307,0.93,2960,120,148208,5,267636,50000,1431219,60,51217,39.18,0.21,0,100000,5,34385,3,5,0,0.15,232959,0.6,267341,1,1,20.1,28,0,1,2,0,1,2,0
600,1.2,2199,30,86772,3,38634,10000,652531,48,47255,45.59,0.52,4,5000000,3,38848,3,8,2,0.11,267252,0.73,445957,1,2,0.8,51,2,2,0,3,0,1,0
642,0.73,7325,0,119911,0,417976,5000,1817089,48,88284,19.97,0.14,5,100000,5,1899,1,12,0,0.86,370298,0.16,257930,0,2,9.4,32,2,1,1,4,1,1,1
730,0.61,1469,0,-39752,0,414042,0,1242508,84,59620,29.89,0.43,1,100000,5,80674,2,15,1,0.12,179813,0.11,164909,0,1,19.0,31,0,1,1,0,0,2,0
723,2.86,2700,0,-4709,2,358965,5000,2230098,36,71929,56.8,0.6,2,0,3,13983,5,15,2,0.09,466273,0.69,374547,0,2,5.5,37,2,2,3,0,0,1,0
631,2.76,3005,180,32629,5,317919,20000,692641,36,24885,56.79,0.06,1,100000,3,22706,3,18,1,0.01,479956,0.52,300963,0,2,2.3,47,2,1,4,2,0,1,0
737,0.14,4858,90,165963,1,398690,5000,1116246,84,67139,19.14,0.4,2,500000,2,72911,2,4,3,0.37,268759,0.37,150128,1,0,2.8,33,2,1,5,0,1,2,0
887,1.02,3374,30,75612,5,124090,20000,1008784,84,72831,48.79,0.3,1,500000,1,20357,1,10,3,0.94,127664,0.72,237071,0,3,8.9,56,1,0,1,3,1,2,0
473,1.22,4719,180,-32823,1,84676,10000,1188270,84,42148,36.04,0.24,3,1000000,1,27528,0,20,3,0.91,284986,0.46,399610,0,0,9.4,33,2,2,1,3,0,1,0
858,0.72,655,180,100555,1,16798,10000,1571215,120,8103,58.55,0.6,5,5000000,1,29223,4,14,4,0.12,226188,0.47,95685,0,1,15.8,61,0,0,4,2,1,3,0
826,1.89,6593,90,-6185,3,469319,20000,2000172,120,26251,29.18,0.59,4,1000000,1,49877,5,25,4,0.01,261037,0.02,168391,1,0,5.2,42,0,2,1,1,1,3,0
325,1.92,2768,0,-11467,3,87160,50000,1384530,60,15546,46.71,0.63,5,0,1,44487,1,7,3,0.75,421753,0.32,65276,1,2,15.4,64,2,2,0,0,1,3,0
705,2.55,5343,90,-49974,2,87751,10000,2256812,24,16456,46.32,0.16,0,100000,1,8031,1,14,4,0.31,469270,0.01,82860,0,1,22.0,44,1,2,1,0,1,2,0
531,2.22,42,90,54997,5,476718,50000,1337970,48,19228,30.35,0.29,2,1000000,3,25753,1,10,4,0.83,496927,0.92,480505,1,3,19.0,50,1,2,0,0,1,3,0
832,1.63,2311,180,10611,1,192482,20000,488804,84,81210,47.94,0.21,1,100000,3,94197,4,12,1,0.22,74567,0.29,71651,1,1,14.0,33,1,1,2,3,0,2,0
849,1.96,7923,30,37242,2,313032,20000,2949517,120,1046,16.4,0.54,0,1000000,1,77137,3,22,2,0.49,2414,0.18,40495,1,1,20.7,28,0,0,2,4,0,1,0
804,0.82,5122,60,105732,1,321191,10000,997538,24,67355,8.21,0.46,2,100000,1,84260,2,1,3,0.03,201034,0.09,319088,1,2,21.8,25,0,0,0,4,1,2,0
478,1.78,1660,90,136175,0,498505,50000,1362667,60,37575,26.08,0.33,5,1000000,2,10675,0,1,4,0.89,287116,0.05,375555,1,0,12.5,63,2,1,5,4,1,3,0
431,1.47,5387,90,133325,4,381784,20000,2953299,48,85942,56.67,0.79,2,500000,5,39307,0,22,1,0.18,350004,0.89,326831,0,2,6.0,26,2,0,5,2,1,3,0
754,0.4,4691,0,54913,4,374758,10000,1653820,24,2080,30.54,0.09,3,0,2,45221,5,25,1,0.29,359187,0.17,232033,1,2,20.1,27,2,0,3,2,1,3,0
647,0.73,7183,0,-7918,1,55955,20000,1316828,48,69682,38.48,0.97,1,1000000,4,28099,4,11,2,0.48,254336,0.62,157651,1,0,18.6,42,1,2,0,3,0,3,0
839,0.88,7501,180,97330,2,253465,5000,655134,36,78462,37.83,0.12,5,500000,3,94991,0,25,1,0.27,374584,0.65,334807,1,0,1.9,50,2,2,3,4,0,3,0
705,2.77,7631,0,53613,3,405198,5000,2890498,84,16930,8.82,0.77,0,5000000,1,89020,5,19,0,0.04,5697,0.32,240322,0,2,20.6,35,2,2,4,1,0,1,0
375,0.69,7226,120,48315,5,174936,10000,852735,36,81823,24.03,0.37,1,1000000,5,50711,5,21,0,0.03,298494,0.83,93595,1,3,8.1,57,2,2,4,0,1,1,0
878,0.87,5108,90,39690,1,393442,20000,860463,12,40509,42.71,0.87,5,100000,3,49101,4,8,3,0.96,12170,0.21,306589,1,0,7.1,61,2,1,0,4,0,1,0
791,1.11,2224,0,45220,1,482334,10000,669074,60,69422,58.35,0.07,1,0,4,16784,4,25,2,0.33,289325,0.07,211228,1,3,7.6,40,2,1,3,1,1,1,0
493,1.99,2110,30,-34611,5,95490,0,137389,84,79880,10.91,0.37,4,500000,2,36978,2,19,0,0.33,449565,0.07,434836,1,2,7.0,51,0,1,2,0,0,2,0
461,0.35,957,120,41860,3,311409,10000,1509769,24,88554,25.22,0.34,2,500000,4,29022,2,14,2,0.92,454918,0.3,366377,0,0,11.4,25,0,0,0,0,1,3,0
646,2.86,7146,180,108757,1,56313,10000,354851,48,42755,6.61,0.99,2,0,0,85251,4,6,3,0.84,268695,0.46,154074,0,2,12.8,65,1,2,0,2,0,3,0
660,2.6,560,60,140292,0,54350,5000,387905,120,53480,15.3,0.99,4,1000000,2,92977,2,24,1,0.69,420958,0.63,68479,0,0,9.4,32,1,0,3,1,1,1,0
883,1.73,1330,90,108267,3,156450,5000,1597800,12,8293,23.23,0.19,4,100000,3,37739,3,13,1,0.66,156591,0.73,392191,0,1,9.1,57,1,2,4,4,0,1,0
386,2.02,7413,90,-28203,0,381312,20000,2923354,60,69542,32.9,0.63,1,5000000,2,83169,1,16,1,0.8,5085,0.18,229681,1,0,16.2,50,0,2,5,4,0,1,0
561,0.05,1312,30,61975,4,259406,10000,197712,60,61528,14.6,0.54,2,1000000,4,4226,0,25,0,0.17,480298,0.68,123736,0,2,0.1,59,0,0,2,3,1,2,0
513,1.02,1821,60,152382,5,258179,10000,343679,60,25356,14.43,0.15,0,0,1,22791,0,1,2,0.66,26361,0.18,68477,0,0,20.8,23,2,0,3,1,0,2,0
872,2.39,3002,60,47169,3,210887,20000,1771737,24,37911,46.89,0.17,3,1000000,5,87563,0,8,0,0.1,90958,1.0,408066,0,0,15.7,33,1,0,3,0,1,1,0
561,0.23,3403,180,195939,3,300068,50000,2761120,84,15699,57.8,0.99,5,1000000,4,88897,0,12,4,0.13,259107,0.96,344512,1,2,15.6,31,2,1,2,2,0,3,0
582,0.85,5646,180,16332,2,354737,20000,2417261,36,29434,20.09,0.45,4,0,4,43478,3,4,2,0.24,75209,0.1,342806,0,0,9.3,30,0,0,5,3,0,2,0
766,1.76,4945,120,186655,2,389634,5000,2554098,12,55669,41.59,0.13,0,0,1,57504,3,3,3,0.71,261248,0.66,387946,1,1,21.2,50,2,1,5,2,1,1,0
679,0.77,5374,90,174997,5,17312,5000,2176705,24,18602,16.23,0.21,0,5000000,5,41073,1,22,0,0.89,218630,0.9,29444,1,3,0.0,29,2,0,0,0,1,1,0
661,2.8,2651,0,143979,3,302497,10000,2528098,48,41786,55.75,0.27,1,0,3,6161,4,20,1,0.69,150571,0.08,194782,1,3,1.7,50,2,1,0,0,1,1,0
748,0.39,5629,180,88260,4,123744,5000,1631165,24,10952,40.7,0.51,4,0,5,97465,2,0,1,0.42,425020,0.12,220440,0,1,17.7,49,2,0,1,2,1,3,0
740,2.39,1814,30,-26304,1,241745,20000,2428232,48,42684,48.36,0.34,0,0,3,38229,1,8,1,0.51,415257,0.35,191266,0,1,16.3,58,0,1,2,3,1,2,0
392,1.52,1741,30,-47976,5,227522,10000,288625,48,31489,3.91,0.46,3,500000,2,75213,0,23,0,0.71,263530,0.1,166634,0,3,6.0,62,0,0,3,0,1,3,0
723,2.25,4701,30,154274,5,288336,20000,1611887,60,33905,36.31,0.17,0,0,4,1628,2,15,0,0.61,129898,0.89,473664,0,1,13.1,54,0,2,1,4,0,2,0
441,0.93,3808,180,117057,2,158522,20000,1768091,24,54602,32.13,0.33,3,0,2,73516,1,18,1,0.53,332920,0.88,345294,1,0,11.7,46,0,0,1,4,1,3,0
590,1.54,7980,180,87656,4,146504,10000,2537274,36,47924,18.29,0.07,3,0,1,31374,0,25,1,0.24,211440,0.95,491302,0,3,11.6,22,1,0,1,4,0,2,0
731,2.57,2877,30,40998,5,198297,50000,1225806,48,14381,16.48,0.89,3,5000000,0,46892,1,2,1,0.62,75933,0.2,289495,0,3,13.1,56,1,2,0,3,0,3,0
348,1.4,5582,180,108116,4,368692,5000,2196000,120,80429,35.22,0.2,4,1000000,3,77411,0,2,4,0.02,271616,0.05,202106,0,3,21.9,27,2,2,4,3,0,1,0
601,1.08,3270,0,-44715,5,108991,0,314186,60,29130,42.68,0.76,3,0,1,22980,5,6,0,0.56,165438,0.44,246241,1,1,21.7,56,2,1,1,1,1,3,0
489,1.61,5390,0,144187,2,88711,0,1801538,36,31415,2.96,0.35,4,0,3,84418,0,17,1,0.82,276750,0.88,212590,1,0,21.6,60,2,2,3,1,0,1,0
435,2.15,4083,120,-42630,1,206676,0,873692,24,50128,34.48,0.47,0,5000000,2,34763,5,24,3,0.18,378814,0.64,301329,1,3,12.1,34,2,1,5,4,1,3,0
854,1.33,745,90,-32097,2,151367,5000,348470,36,85679,11.06,0.29,3,1000000,0,10301,3,19,1,0.11,253238,1.0,465176,1,1,7.0,47,1,0,0,2,1,1,0
703,2.82,557,0,113571,5,16774,50000,1233306,24,99362,9.28,0.7,2,5000000,5,66131,0,6,0,0.97,311608,0.91,396284,0,3,12.3,46,0,2,5,2,0,1,0
640,0.88,6207,120,47904,4,125107,20000,656143,48,1388,37.76,0.84,0,100000,4,82859,1,23,3,0.84,332916,0.39,150883,1,1,13.7,40,2,1,4,4,0,3,0
617,1.43,3301,60,-27005,0,153262,10000,396758,12,78652,19.34,0.29,5,100000,5,50451,2,15,0,0.3,266003,0.04,114048,1,2,6.9,55,1,0,4,1,1,3,0
662,2.27,941,90,55160,2,434502,50000,2840060,12,20806,27.01,0.24,2,100000,3,21798,3,20,0,0.21,481173,0.01,398269,0,0,13.9,31,1,1,1,3,0,3,0
681,2.07,4023,0,116272,4,217397,0,2822180,84,65333,22.24,0.68,2,0,4,58496,5,23,0,0.33,129368,0.64,468104,0,3,13.7,46,2,0,1,2,1,3,0
532,2.59,2296,60,38377,2,497666,5000,2382480,84,5852,39.25,0.2,1,5000000,2,61803,2,3,2,0.43,21681,0.92,66728,0,0,19.9,55,2,1,0,3,0,3,0
643,2.99,5365,120,151474,5,238552,5000,990050,48,9627,28.74,0.64,4,0,3,92206,5,12,3,0.82,149620,0.44,286558,1,3,5.2,25,1,0,1,4,0,1,0
848,1.28,939,0,94638,4,82427,10000,625606,36,59817,57.84,0.09,1,100000,5,9589,4,9,4,0.24,214691,0.87,351509,1,0,15.3,36,1,0,0,3,1,1,0
852,0.33,1610,0,-12178,1,97513,20000,873597,24,30048,21.79,0.62,4,1000000,2,80633,2,1,4,0.72,191484,0.57,37093,0,2,9.9,31,2,1,4,2,0,2,0
828,0.09,6300,180,57412,4,336158,50000,2634802,12,93550,44.68,0.51,1,1000000,4,48222,4,18,2,0.93,165618,0.1,34285,1,0,2.9,53,0,0,3,1,1,2,0
870,2.18,6878,60,1222,3,236959,50000,244042,24,77596,16.18,0.11,0,5000000,2,6381,4,13,0,0.38,277668,0.8,296936,0,2,7.0,29,0,1,3,2,0,2,0
482,2.62,1725,0,44088,0,216924,50000,1941828,48,59117,31.02,0.65,2,1000000,2,90907,3,5,4,0.03,315565,0.49,260289,0,3,1.3,42,2,0,2,0,0,3,0
340,0.66,984,30,181157,5,327400,20000,881843,36,9209,33.6,0.45,0,100000,2,56615,2,25,3,0.83,192118,0.05,451048,1,0,7.0,25,2,2,5,3,0,3,0
850,0.48,1587,180,40450,4,269549,20000,538124,120,54482,20.42,0.22,4,5000000,1,30588,5,12,1,0.71,410348,0.81,255660,0,1,1.5,40,0,2,2,3,1,3,0
696,0.19,4021,180,131740,5,259652,20000,2620726,24,39197,28.84,0.35,2,5000000,1,68453,0,21,3,0.15,39066,0.76,112563,0,3,20.4,63,1,1,2,3,0,3,0
793,2.47,7255,0,59366,2,108743,10000,279014,36,78694,17.48,0.49,2,100000,3,27115,3,11,0,0.6,54930,0.46,83219,1,2,2.2,54,2,2,3,4,0,1,0
632,0.93,1336,180,60078,2,199702,5000,2354222,120,19076,1.35,0.09,4,100000,2,4353,3,11,3,0.82,162386,0.02,20476,1,2,18.0,50,2,2,1,4,0,1,0
426,1.21,5970,90,13853,4,256968,0,1659343,12,70912,13.72,0.96,0,100000,5,76162,0,22,0,0.18,444175,0.35,416632,1,2,19.9,30,0,0,0,2,0,1,0
857,1.51,3137,60,135715,3,363334,20000,1984898,24,86187,42.3,0.67,2,100000,2,69901,2,11,3,0.22,239101,0.43,128214,1,3,10.3,57,2,2,3,1,0,2,0
856,2.52,661,90,73794,4,465987,5000,1861646,60,59482,46.49,0.1,5,5000000,2,26576,5,10,2,0.2,121141,0.17,396939,0,3,1.2,52,1,1,2,0,0,2,0
300,1.95,7187,120,103405,1,323859,20000,89906,12,90484,17.53,0.82,0,1000000,1,85038,3,13,3,1.0,495316,0.16,276681,1,0,13.1,44,1,1,2,1,1,1,0
467,1.85,32,90,97030,3,17466,0,703811,36,19079,25.07,0.32,0,100000,4,23133,4,3,4,0.23,286706,0.17,29563,1,1,5.2,37,2,0,5,1,1,1,0
318,0.53,5912,30,2442,5,267575,20000,1696062,48,14978,3.2,0.6,0,500000,2,43701,0,12,1,0.27,24288,0.37,96831,0,2,3.9,64,1,2,1,0,0,1,0
631,1.54,6701,180,102026,4,289781,5000,1079141,60,51738,14.99,0.28,2,5000000,0,74681,5,7,2,0.05,10473,0.82,10911,0,2,12.5,23,1,0,2,4,1,1,0
883,2.15,6216,180,156246,5,402568,10000,2058685,84,13705,46.97,0.73,3,0,3,91837,1,23,3,0.98,232798,0.76,115773,0,0,7.8,59,1,2,2,3,0,1,0
755,2.92,5985,30,180755,0,78745,0,2418838,24,27907,36.75,0.72,1,1000000,1,42546,3,22,0,0.25,329889,0.01,19588,0,0,16.1,63,2,2,0,4,0,2,0
408,0.6,6968,180,-40325,3,46317,5000,1573232,84,54832,13.14,0.55,4,5000000,4,83661,5,2,2,0.73,126542,0.01,206967,1,1,13.0,63,2,2,1,3,1,3,0
567,0.03,3414,90,39590,4,190838,50000,1912782,12,88367,16.19,0.24,0,100000,0,48943,4,13,4,0.03,379570,0.08,297771,1,2,18.2,46,2,0,4,3,0,3,0
744,0.23,1156,120,58570,0,144150,50000,2548924,24,55612,49.19,0.25,2,500000,2,67994,2,18,1,0.78,237859,0.47,107676,1,3,1.3,32,1,0,4,4,1,1,0
539,1.13,3126,0,-18339,4,430515,50000,299699,24,74501,13.34,0.38,4,0,5,27468,2,17,1,0.75,307326,0.89,136480,0,3,5.2,57,0,2,2,1,0,3,0
600,2.46,60,30,14289,1,242866,10000,128342,60,11248,20.72,0.15,3,1000000,5,63612,0,10,3,0.08,314036,0.18,319318,0,3,12.5,62,0,1,2,3,1,1,0
402,0.02,3928,90,-32816,2,13543,20000,2527183,60,47988,40.2,0.34,5,100000,1,39123,4,12,4,0.12,383577,0.48,480611,0,2,19.4,32,0,2,0,4,1,1,0
549,1.37,1543,90,-2037,5,394934,20000,2845098,60,90169,34.11,0.68,3,5000000,2,72599,0,22,4,0.3,455773,0.04,160780,0,3,17.9,53,1,1,4,1,0,3,0
752,0.99,271,90,106894,4,497843,20000,700369,60,96039,28.19,0.83,2,5000000,3,6003,3,5,1,0.35,97725,0.02,482097,0,2,14.9,47,0,2,1,0,1,3,0
819,0.16,6389,0,143375,3,61052,10000,2162016,48,8461,54.08,0.33,0,1000000,1,11024,0,22,1,0.78,255902,0.01,46977,1,3,12.6,34,2,2,1,3,0,3,0
452,1.35,5295,60,157537,4,497699,50000,1718416,36,27998,13.96,0.23,3,500000,0,17173,1,17,4,0.06,341080,0.74,216522,1,2,13.9,27,1,1,3,1,0,1,0
473,0.76,4076,180,-44733,4,32064,20000,310281,60,13821,44.74,0.83,3,100000,5,6458,0,19,1,0.65,166667,0.02,158107,0,2,4.7,62,0,1,5,3,1,2,0
642,1.06,6771,180,133719,4,82287,10000,1419709,12,20870,10.38,0.89,3,1000000,4,61194,0,0,0,0.23,162040,0.27,491480,0,3,13.1,64,1,0,3,1,0,1,0
730,2.12,3388,120,12814,4,90442,10000,2642224,24,14410,37.33,0.41,5,1000000,4,83241,3,1,1,0.38,221364,0.65,118266,1,3,10.9,58,1,1,1,0,0,3,0
623,1.56,5902,60,-13975,3,130550,5000,853737,84,88721,52.37,0.03,2,5000000,3,53621,4,6,0,0.0,185404,0.62,259811,1,1,8.5,62,2,2,3,3,0,1,0
719,0.37,2752,180,71246,3,486848,20000,127474,60,20133,28.02,0.69,4,1000000,4,64213,5,4,1,0.29,91282,0.06,474385,1,2,19.5,64,1,0,5,4,0,2,0
893,2.88,2709,120,27605,4,24425,50000,102810,12,90705,43.73,0.78,1,0,4,2109,5,25,2,0.17,294518,0.26,192742,0,0,18.2,47,2,2,5,1,1,2,0
784,1.91,1154,120,82053,2,323625,0,2011670,48,24359,49.4,0.02,2,0,3,13365,1,18,2,0.5,346807,0.64,390088,0,2,1.7,30,2,0,0,0,0,1,0
711,2.3,5221,90,-6564,4,87347,10000,2364139,12,62385,9.03,0.6,0,100000,5,51537,0,1,2,0.16,268040,0.39,271937,0,3,21.7,62,0,2,2,3,0,1,0
383,0.24,4405,30,99544,5,486330,5000,1220328,84,28400,42.64,0.59,2,1000000,0,80748,3,2,0,0.84,358680,0.47,116963,1,2,5.1,63,0,1,1,0,1,2,0
412,0.14,3853,90,100408,5,82317,0,1160376,84,35173,55.27,0.38,2,5000000,1,29145,3,19,0,0.88,292405,0.21,217517,1,2,4.7,61,1,2,4,0,1,3,0
631,0.06,5411,0,106659,3,490042,10000,645230,12,12179,35.01,0.75,5,100000,5,77935,5,9,3,0.85,345199,0.04,295056,1,2,20.8,29,0,2,4,3,1,3,0
677,0.57,1745,180,27192,5,60530,5000,2230546,48,62886,11.98,0.43,1,500000,1,70621,3,9,3,0.98,345774,0.35,395424,0,2,9.8,64,1,0,1,3,1,1,0
340,1.24,6638,120,173934,5,353243,20000,2702256,84,36495,8.49,0.68,1,5000000,3,23820,4,20,1,0.91,117032,0.68,139552,1,1,17.7,54,2,1,3,1,0,3,0
404,2.81,3432,30,165118,1,298032,5000,2094217,48,7487,16.32,0.52,1,500000,5,80195,0,7,0,0.28,348850,0.77,202079,0,0,6.3,61,1,1,3,4,0,3,0
501,1.37,337,180,187439,4,168563,10000,2081137,24,15760,7.11,0.25,4,100000,2,33386,2,8,2,0.31,127537,0.59,20563,0,1,19.2,49,2,2,1,0,0,1,0
749,0.87,6722,120,134085,4,435568,20000,2580234,60,92975,31.29,0.61,2,0,3,21274,5,1,2,0.53,318580,0.39,359325,0,0,18.3,38,2,2,1,3,0,3,0
565,1.69,9,120,70591,4,162748,50000,2462215,84,93465,5.11,0.74,5,5000000,3,9074,5,2,2,0.38,315270,0.58,262677,0,0,11.4,49,1,0,1,0,0,2,0
509,0.34,4144,90,34511,4,337980,5000,2174580,12,72827,14.18,0.97,0,5000000,3,67239,1,15,1,0.97,285722,0.7,6268,1,0,15.5,50,2,0,0,1,1,1,0
862,1.83,5606,30,-40335,0,178535,0,1465743,36,94008,26.95,0.38,1,100000,3,10987,2,3,0,0.34,200111,0.76,229556,0,3,21.2,33,0,1,4,1,1,2,0
417,1.71,6766,30,108169,4,382622,20000,426304,36,30403,28.96,0.06,1,5000000,4,29780,4,22,1,0.74,225134,0.09,396248,1,2,9.9,42,1,1,0,1,0,3,0
676,2.38,5440,180,41277,3,321134,20000,1729762,120,69037,34.36,0.99,2,5000000,4,51571,5,5,4,0.58,379190,0.8,159212,0,1,10.9,36,0,0,5,4,0,2,0
850,2.96,730,120,2474,3,96544,50000,1525172,24,2755,42.63,0.62,0,100000,5,62538,0,12,4,0.96,319166,0.06,371530,1,0,15.9,65,2,0,0,2,1,2,0
839,0.75,7736,30,153045,0,73627,5000,909254,36,37158,3.79,0.95,5,1000000,0,90619,2,5,3,0.74,416618,0.87,209265,1,3,8.5,52,2,2,2,2,1,2,0
383,1.53,4890,30,106257,4,423437,0,1829277,24,72352,5.76,0.1,1,100000,3,88291,2,9,0,0.3,310946,0.39,295841,0,0,21.1,60,1,2,0,2,0,2,0
753,2.73,7114,180,25911,2,256037,50000,1494809,60,84136,4.59,0.34,2,5000000,1,64082,5,22,2,0.2,171935,0.55,270107,0,3,0.9,46,2,0,5,4,0,2,0
813,2.36,1648,90,42643,4,235942,5000,792068,120,33616,25.97,0.13,3,100000,2,10227,2,16,0,0.85,73165,0.29,397730,0,3,8.9,51,0,0,4,4,0,1,0
686,1.46,4228,60,-19516,3,138345,0,1253134,24,68426,3.47,0.84,5,5000000,4,99721,1,7,3,0.91,88069,0.43,246723,1,2,15.7,64,1,0,3,0,0,1,0
649,2.84,3654,0,51165,1,489053,0,2797239,48,77759,45.02,0.88,4,500000,1,38926,0,8,2,0.83,416446,0.85,170760,1,2,9.4,39,1,2,4,0,0,2,0
595,0.17,2130,60,126682,5,82843,10000,145933,48,25966,14.16,0.5,5,500000,4,7148,3,1,1,0.74,425968,0.3,292202,0,1,5.7,62,0,1,1,1,1,2,0
557,2.79,6200,30,131879,1,454529,0,2569879,120,8688,56.41,0.19,2,0,5,35628,0,16,2,0.32,68594,0.56,445717,0,0,9.1,54,2,0,5,4,1,3,0
380,0.15,4471,120,131979,2,39251,5000,1485750,48,40484,29.7,0.13,1,100000,0,30900,5,19,4,0.51,217617,0.65,28092,1,0,19.4,26,2,2,1,2,1,1,0
567,1.64,2396,0,138461,4,449802,50000,2911388,84,60855,27.33,0.59,5,100000,2,11771,2,10,1,0.92,311454,0.15,105688,0,0,12.0,55,1,1,1,2,1,1,0
718,2.67,4366,0,-24165,0,240765,50000,846434,48,28553,47.05,0.51,0,500000,4,67921,0,17,2,0.13,113971,0.78,101460,0,3,7.4,31,0,0,0,0,0,3,0
534,0.79,1506,120,176351,4,84418,10000,1933594,48,70282,43.08,0.69,3,500000,2,66461,3,21,1,0.49,91791,1.0,166680,0,1,14.8,57,1,1,5,1,0,3,0
610,1.42,2158,0,46453,2,457100,5000,2215889,48,58442,36.83,0.31,0,500000,2,38989,1,2,4,0.36,160695,0.16,97768,0,2,13.5,42,1,2,2,1,1,1,0
656,0.97,2916,120,185603,2,324764,0,1489877,48,19579,56.17,0.4,0,0,5,32996,0,8,4,0.68,128194,0.77,335184,1,2,12.3,33,2,2,3,3,0,3,0
512,2.86,7030,0,3790,5,20040,10000,1556460,84,14014,25.91,0.02,0,0,1,50920,0,7,0,0.63,306654,0.15,359336,1,1,8.6,36,1,0,0,4,1,1,0
873,2.47,4171,180,158032,2,474893,20000,2960632,48,49443,48.7,0.61,2,1000000,4,80925,1,6,4,0.56,205029,0.95,153094,0,2,1.6,46,0,1,1,2,1,2,0
348,2.13,3229,180,-40357,1,186950,5000,1587458,48,42961,23.43,0.42,2,100000,2,26997,1,6,4,0.28,464377,0.41,69434,0,0,13.7,42,0,1,4,2,1,1,0
426,1.76,3603,60,25846,5,409185,10000,2842836,60,57501,50.46,0.92,5,0,5,29488,5,22,4,0.16,91837,0.98,99783,1,3,9.2,62,0,1,1,0,1,3,0
522,2.46,6052,0,100023,4,23162,50000,440056,84,59914,16.31,0.64,4,5000000,3,22975,2,20,3,0.78,240976,0.07,250562,0,0,9.4,33,0,1,4,0,0,1,0
578,1.18,1666,90,173176,4,75435,10000,2869389,48,37397,18.07,0.4,3,100000,2,37310,2,7,4,0.99,152243,0.79,47392,0,1,5.1,43,2,2,3,4,0,2,0
707,1.34,4424,120,96305,0,271989,20000,2750957,24,74302,40.99,0.26,5,1000000,2,72111,5,19,0,0.17,258180,0.47,7651,1,2,5.5,52,2,1,1,0,1,2,0
804,2.19,6265,0,-36800,2,128504,5000,2792883,120,72683,13.55,0.91,0,500000,4,64254,1,4,1,0.08,390068,0.29,279504,1,1,17.3,43,2,0,5,0,0,1,0
593,1.07,4136,180,2275,2,346811,10000,2634529,60,48178,14.52,0.02,5,1000000,3,93264,3,2,3,0.75,145103,0.75,353216,1,1,10.5,63,2,2,5,2,0,2,0
576,0.19,5286,180,168156,3,400802,0,1946499,84,2063,19.01,0.33,1,100000,2,25809,2,18,1,0.34,198288,0.64,200035,1,2,2.4,52,0,0,3,4,1,2,0
737,0.22,2969,120,157140,5,15037,5000,696704,36,75366,41.06,0.94,5,500000,4,43995,3,1,1,0.21,153758,0.9,95079,1,1,1.0,58,0,1,1,2,1,1,0
406,0.35,2689,90,39001,3,332670,10000,317709,12,10334,53.47,0.65,5,1000000,4,68132,1,13,0,0.53,115983,0.25,94011,1,0,4.9,48,1,1,1,2,1,2,0
719,2.61,7190,0,102363,5,360058,10000,1441203,84,76848,40.8,0.53,0,1000000,5,72757,0,20,3,0.68,360376,0.94,475216,1,1,10.7,53,1,2,4,0,1,1,0
